"identity","classification","r14State","r15State","r14AngleDegrees","r15AngleDegrees","angleDeltaDegrees","r14BfDfDifferenceDegrees","r15BfDfDifferenceDegrees","r14DiagnosticRoot","r15DiagnosticRoot"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot01|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_794099018e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_794099018e\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot02|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_99f72db1f5\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_99f72db1f5\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot03|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_2c0bb1b614\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_2c0bb1b614\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot04|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_3ddd920b89\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_3ddd920b89\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot05|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_6babb68d89\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_6babb68d89\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot07|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_0707175dad\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_0707175dad\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot08|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_009f35ef13\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_009f35ef13\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot09|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_5cb6fcec38\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_5cb6fcec38\back_notch"
"Coherent_W2W\Lot_62626-015\62626-015_20260728180702\Slot10|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62626-015_62626-015_20260_bad528bfc0\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62626-015_62626-015_20260_bad528bfc0\back_notch"
"Coherent_W2W\Lot_62627-127\62627-127_20260729061029\Slot18|BACK","REGRESSED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","HOLD_BACK_NOTCH_NOT_FOUND","179.77835731486954","","","0.04328537026088952","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62627-127_62627-127_20260_15e9df8974\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62627-127_62627-127_20260_15e9df8974\back_notch"
"Coherent_W2W\Lot_62627-195\62627-195_20260728145720\Slot20|BACK","REGRESSED","PASS_REVIEW_ONLY_UNIQUE_BACK_BF_DF_NOTCH","HOLD_BACK_NOTCH_MULTIPLE_BF_DF_MATCHES","179.70053027195976","","","0.0010605439195501276","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62627-195_62627-195_20260_15d283a585\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62627-195_62627-195_20260_15d283a585\back_notch"
"Coherent_W2W\Lot_62627-195\62627-195_20260728145720\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62627-195_62627-195_20260_88af2ba59c\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62627-195_62627-195_20260_88af2ba59c\back_notch"
"Coherent_W2W\Lot_62627-195\62627-195_20260729054031\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62627-195_62627-195_20260_89c4596db1\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62627-195_62627-195_20260_89c4596db1\back_notch"
"Coherent_W2W\Lot_62627-195\62627-195_20260729081657\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62627-195_62627-195_20260_348cc352d6\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62627-195_62627-195_20260_348cc352d6\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729052723\Slot16|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_802ed9f90e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_802ed9f90e\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729052723\Slot18|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_7f7d64f386\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_7f7d64f386\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729052723\Slot20|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_c8c29ee2d4\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_c8c29ee2d4\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729052723\Slot21|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_6bbdcca9d3\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_6bbdcca9d3\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729052723\Slot22|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_4d8c407f5d\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_4d8c407f5d\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729063218\Slot19|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_6be4485d4e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_6be4485d4e\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729063218\Slot20|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_8adf6f40fd\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_8adf6f40fd\back_notch"
"Coherent_W2W\Lot_62628-233\62628-233_20260729063218\Slot21|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot_62628-233_62628-233_20260_3923c7cab0\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot_62628-233_62628-233_20260_3923c7cab0\back_notch"
"Coherent_W2W\Lot-62627-127\62627-127_20260728152158\Slot18|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\Coherent_W2W_Lot-62627-127_62627-127_20260_564ddc94e4\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\Coherent_W2W_Lot-62627-127_62627-127_20260_564ddc94e4\back_notch"
"PatternedFront\Lot_62628-281\62628-281_20260813112015\Slot02|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-281_62628-281_202_a6ac72e796\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-281_62628-281_202_a6ac72e796\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot02|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_eb1fa806a6\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_eb1fa806a6\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot06|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_cefc523705\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_cefc523705\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot08|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_85913976ab\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_85913976ab\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot10|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_f4a1c66f53\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_f4a1c66f53\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot12|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_c49343e0ab\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_c49343e0ab\back_notch"
"PatternedFront\Lot_62628-301\62628-301_20260818050927\Slot14|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PatternedFront_Lot_62628-301_62628-301_202_a165d8522d\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PatternedFront_Lot_62628-301_62628-301_202_a165d8522d\back_notch"
"PST_BREAK_RESIST\Lot_62617-215D_20260715122804\62617-215D_20260715122804\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BREAK_RESIST_Lot_62617-215D_2026071512_d741e04641\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BREAK_RESIST_Lot_62617-215D_2026071512_d741e04641\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot02|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_77b695ed45\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_77b695ed45\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot04|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_8981042acb\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_8981042acb\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot10|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_e7613eadfe\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_e7613eadfe\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot12|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_d3def30fb9\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_d3def30fb9\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot14|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ac844e6365\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ac844e6365\back_notch"
"PST_BRK_PATTERNED_BOWCOMP\Lot_62624-803\62624-803_20260720171228\Slot20|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ae1f199942\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRK_PATTERNED_BOWCOMP_Lot_62624-803_62_ae1f199942\back_notch"
"PST_BRKFULLMETAL_BOWCOMP\Lot_62624-803\62624-803_20260720153252\Slot14|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_BOWCOMP_Lot_62624-803_626_75c1ebb0a5\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_BOWCOMP_Lot_62624-803_626_75c1ebb0a5\back_notch"
"PST_BRKFULLMETAL_BOWCOMP\Lot_62624-803\62624-803_20260720153252\Slot20|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_BOWCOMP_Lot_62624-803_626_ebf591a01e\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_BOWCOMP_Lot_62624-803_626_ebf591a01e\back_notch"
"PST_BRKFULLMETAL\Lot_62546-481\62546-481\Slot17|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_62546-481_62546-481_S_909f27066b\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_62546-481_62546-481_S_909f27066b\back_notch"
"PST_BRKFULLMETAL\Lot_62546-481\ProcessJob0\Slot17|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_62546-481_ProcessJob0_74c57fd751\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_62546-481_ProcessJob0_74c57fd751\back_notch"
"PST_BRKFULLMETAL\Lot_LotIDStringNotSet\ProcessJob11\Slot18|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_4ae1f255d5\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_4ae1f255d5\back_notch"
"PST_BRKFULLMETAL\Lot_LotIDStringNotSet\ProcessJob11\Slot19|BACK","SAME_HOLD","HOLD_BACK_NOTCH_NOT_FOUND","HOLD_BACK_NOTCH_NOT_FOUND","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_c614a0bd3a\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_c614a0bd3a\back_notch"
"PST_BRKFULLMETAL\Lot_LotIDStringNotSet\ProcessJob11\Slot21|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_a5ec03c6d4\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_a5ec03c6d4\back_notch"
"PST_BRKFULLMETAL\Lot_LotIDStringNotSet\ProcessJob11\Slot25|BACK","SAME_HOLD","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","HOLD_BACK_NOTCH_CHANNEL_ANALYSIS_FAILED","","","","","","D:\KLARFExport\_ArgosReview\C15RUN1\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_a9bfffc487\back_notch","D:\KLARFExport\_ArgosReview\C15RUN2\i\PST_BRKFULLMETAL_Lot_LotIDStringNotSet_Pro_a9bfffc487\back_notch"
